iso3,year,value
GHA,2006,23040702
GHA,2005,22449438
GHA,2004,21868298
GHA,2003,21296705
GHA,2002,20729388
GHA,2001,20167069
GHA,2000,19637087
GRC,2020,10698599
GRC,2019,10721582
GRC,2018,10732882
GRC,2017,10754679
GRC,2016,10775971
GRC,2015,10820883
GRC,2014,10892413
GRC,2013,10965211
GRC,2012,11045011
GRC,2011,11104899
GRC,2010,11121341
GRC,2009,11107017
GRC,2008,11077841
GRC,2007,11048473
GRC,2006,11020362
GRC,2005,10987314
GRC,2004,10955141
GRC,2003,10928070
GRC,2002,10902022
GRC,2001,10862132
GRC,2000,10805808
GRD,2020,116341
GRD,2019,115981
GRD,2018,115691
GRD,2017,115438
GRD,2016,115130
GRD,2015,114676
GRD,2014,114132
GRD,2013,113487
GRD,2012,112775
GRD,2011,112079
GRD,2010,111586
GRD,2009,111254
GRD,2008,110896
GRD,2007,110522
GRD,2006,110135
GRD,2005,109734
GRD,2004,109323
GRD,2003,108884
GRD,2002,108404
GRD,2001,107987
GRD,2000,107451
GTM,2020,17357325
GTM,2019,17103803
GTM,2018,16845685
GTM,2017,16567357
GTM,2016,16268760
GTM,2015,15971743
GTM,2014,15681725
GTM,2013,15387337
GTM,2012,15089647
GTM,2011,14792126
GTM,2010,14500112
GTM,2009,14215611
GTM,2008,13935174
GTM,2007,13652040
GTM,2006,13367459
GTM,2005,13087629
GTM,2004,12807402
GTM,2003,12525842
GTM,2002,12246915
GTM,2001,11969422
GTM,2000,11697592
GIN,2020,13371183
GIN,2019,13034346
GIN,2018,12704774
GIN,2017,12385659
GIN,2016,12073030
GIN,2015,11767070
GIN,2014,11472924
GIN,2013,11191873
GIN,2012,10921581
GIN,2011,10656810
GIN,2010,10396086
GIN,2009,10143534
GIN,2008,9898870
GIN,2007,9662281
GIN,2006,9441171
GIN,2005,9245844
GIN,2004,9062726
GIN,2003,8870781
GIN,2002,8674066
GIN,2001,8539960
GIN,2000,8428832
GNB,2020,2013255
GNB,2019,1967696
GNB,2018,1922168
GNB,2017,1877072
GNB,2016,1831893
GNB,2015,1786457
GNB,2014,1741122
GNB,2013,1695973
GNB,2012,1651417
GNB,2011,1608076
GNB,2010,1566347
GNB,2009,1526377
GNB,2008,1488054
GNB,2007,1450986
GNB,2006,1415303
GNB,2005,1381585
GNB,2004,1349563
GNB,2003,1318806
GNB,2002,1289307
GNB,2001,1261273
GNB,2000,1234741
GUY,2020,807481
GUY,2019,807665
GUY,2018,791556
GUY,2017,768479
GUY,2016,763548
GUY,2015,758781
GUY,2014,754229
GUY,2013,750021
GUY,2012,746288
GUY,2011,746153
GUY,2010,749256
GUY,2009,752094
GUY,2008,754606
GUY,2007,756861
GUY,2006,758966
GUY,2005,760914
GUY,2004,762418
GUY,2003,763101
GUY,2002,763652
GUY,2001,764477
GUY,2000,764832
HTI,2020,11243848
HTI,2019,11105163
HTI,2018,10962362
HTI,2017,10817754
HTI,2016,10671457
HTI,2015,10523242
HTI,2014,10373235
HTI,2013,10222362
HTI,2012,10069771
HTI,2011,9914904
HTI,2010,9803294
HTI,2009,9689581
HTI,2008,9530774
HTI,2007,9373296
HTI,2006,9216562
HTI,2005,9061273
HTI,2004,8910263
HTI,2003,8759912
HTI,2002,8607641
HTI,2001,8455918
HTI,2000,8303151
HND,2020,10119640
HND,2019,9943633
HND,2018,9765210
HND,2017,9588137
HND,2016,9412380
HND,2015,9237305
HND,2014,9063122
HND,2013,8889278
HND,2012,8715076
HND,2011,8540583
HND,2010,8365878
HND,2009,8189899
HND,2008,8012587
HND,2007,7834798
HND,2006,7656832
HND,2005,7478355
HND,2004,7298994
HND,2003,7119213
HND,2002,6938859
HND,2001,6757993
HND,2000,6577773
HUN,2020,9670419
HUN,2019,9694824
HUN,2018,9706964
HUN,2017,9726756
HUN,2016,9759755
HUN,2015,9797755
HUN,2014,9833038
HUN,2013,9872734
HUN,2012,9920362
HUN,2011,9971727
HUN,2010,10000023
HUN,2009,10022650
HUN,2008,10038188
HUN,2007,10055780
HUN,2006,10071370
HUN,2005,10087065
HUN,2004,10107146
HUN,2003,10129552
HUN,2002,10158608
HUN,2001,10187576
HUN,2000,10210971
ISL,2020,366463
ISL,2019,360563
ISL,2018,352721
ISL,2017,343400
ISL,2016,335439
ISL,2015,330815
ISL,2014,327386
ISL,2013,323764
ISL,2012,320716
ISL,2011,319014
ISL,2010,318041
ISL,2009,318499
ISL,2008,317414
ISL,2007,311566
ISL,2006,303782
ISL,2005,296734
ISL,2004,292074
ISL,2003,289521
ISL,2002,287523
ISL,2001,284968
ISL,2000,281205
IND,2020,1402617695
IND,2019,1389030312
IND,2018,1374659064
IND,2017,1359657400
IND,2016,1343944296
IND,2015,1328024498
IND,2014,1312277191
IND,2013,1295829511
IND,2012,1278674502
IND,2011,1261224954
IND,2010,1243481564
IND,2009,1225524753
IND,2008,1207930964
IND,2007,1190676021
IND,2006,1172878890
IND,2005,1154676322
IND,2004,1135991513
IND,2003,1116803006
IND,2002,1097600380
IND,2001,1077898575
IND,2000,1057922733
IDN,2020,274814866
IDN,2019,272489381
IDN,2018,269951846
IDN,2017,267346658
IDN,2016,264627418
IDN,2015,261799249
IDN,2014,258877399
IDN,2013,255852467
IDN,2012,252698525
IDN,2011,249470032
IDN,2010,246305322
IDN,2009,243220028
IDN,2008,240157903
IDN,2007,237062337
IDN,2006,233951652
IDN,2005,230871650
IDN,2004,227926649
IDN,2003,225048008
IDN,2002,222088495
IDN,2001,219097902
IDN,2000,216077790
IRQ,2020,42116605
IRQ,2019,41192171
IRQ,2018,40265624
IRQ,2017,39337353
IRQ,2016,38469627
IRQ,2015,37560535
IRQ,2014,36550059
IRQ,2013,35281989
IRQ,2012,33654842
IRQ,2011,32161424
IRQ,2010,31045366
IRQ,2009,30058206
IRQ,2008,28971036
IRQ,2007,28391607
IRQ,2006,28616515
IRQ,2005,28407448
IRQ,2004,27577878
IRQ,2003,26802659
IRQ,2002,26006559
IRQ,2001,25197840
IRQ,2000,24424056
IRL,2020,5039747
IRL,2019,4976456
IRL,2018,4898022
IRL,2017,4827445
IRL,2016,4762722
IRL,2015,4701957
IRL,2014,4657740
IRL,2013,4623816
IRL,2012,4599533
IRL,2011,4580084
IRL,2010,4560155
IRL,2009,4535375
IRL,2008,4489544
IRL,2007,4398942
IRL,2006,4273591
IRL,2005,4159914
IRL,2004,4070262
IRL,2003,3996521
IRL,2002,3931947
IRL,2001,3866243
IRL,2000,3805174
ISR,2020,9215100
ISR,2019,9054000
ISR,2018,8882800
ISR,2017,8713300
ISR,2016,8546000
ISR,2015,8380100
ISR,2014,8215700
ISR,2013,8059500
ISR,2012,7910500
ISR,2011,7765800
ISR,2010,7623600
ISR,2009,7485600
ISR,2008,7308800
ISR,2007,7180100
ISR,2006,7053700
ISR,2005,6930100
ISR,2004,6809000
ISR,2003,6689700
ISR,2002,6570000
ISR,2001,6439000
ISR,2000,6289000
ITA,2020,59438851
ITA,2019,59729081
ITA,2018,59877221
ITA,2017,60002252
ITA,2016,60115223
ITA,2015,60229605
ITA,2014,60320707
ITA,2013,60311613
ITA,2012,60191247
ITA,2011,60026841
ITA,2010,59819407
ITA,2009,59555454
ITA,2008,59211181
ITA,2007,58756247
ITA,2006,58399861
ITA,2005,58166682
ITA,2004,57828179
ITA,2003,57399184
ITA,2002,57089824
ITA,2001,56976981
ITA,2000,56942108
JAM,2020,2830739
JAM,2019,2823271
JAM,2018,2820097
JAM,2017,2815764
JAM,2016,2809915
JAM,2015,2802534
JAM,2014,2793749
JAM,2013,2783687
JAM,2012,2772430
JAM,2011,2760494
JAM,2010,2748568
JAM,2009,2736995
JAM,2008,2725635
JAM,2007,2713800
JAM,2006,2700968
JAM,2005,2687066
JAM,2004,2672225
JAM,2003,2656623
JAM,2002,2640572
JAM,2001,2624403
JAM,2000,2607826
JPN,2020,126261000
JPN,2019,126633000
JPN,2018,126811000
JPN,2017,126972000
JPN,2016,127076000
JPN,2015,127141000
JPN,2014,127276000
JPN,2013,127445000
JPN,2012,127629000
JPN,2011,127833000
JPN,2010,128070000
JPN,2009,128047000
JPN,2008,128063000
JPN,2007,128001000
JPN,2006,127854000
JPN,2005,127773000
JPN,2004,127761000
JPN,2003,127718000
JPN,2002,127445000
JPN,2001,127149000
JPN,2000,126843000
JOR,2020,10865228
JOR,2019,10671891
JOR,2018,10462306
JOR,2017,10234226
JOR,2016,10006367
JOR,2015,9544729
JOR,2014,8791710
JOR,2013,7991809
JOR,2012,7587127
JOR,2011,7480424
JOR,2010,7297043
JOR,2009,7141753
JOR,2008,6989866
JOR,2007,6827227
JOR,2006,6427371
JOR,2005,6029587
JOR,2004,5882061
JOR,2003,5741828
JOR,2002,5616066
JOR,2001,5498894
JOR,2000,5386945
KAZ,2020,19482117
KAZ,2019,19209555
KAZ,2018,18932727
KAZ,2017,18651931
KAZ,2016,18363600
KAZ,2015,18084169
KAZ,2014,17816285
KAZ,2013,17556502
KAZ,2012,17306106
KAZ,2011,17066002
KAZ,2010,16836810
KAZ,2009,16619846
KAZ,2008,16426525
KAZ,2007,16257214
KAZ,2006,16103716
KAZ,2005,15968117
KAZ,2004,15850159
KAZ,2003,15747380
KAZ,2002,15656677
KAZ,2001,15575550
KAZ,2000,15501103
KEN,2020,52217334
KEN,2019,51202827
KEN,2018,50207107
KEN,2017,49197766
KEN,2016,48139687
KEN,2015,47088526
KEN,2014,46051440
KEN,2013,44986791
KEN,2012,43888303
KEN,2011,42758461
KEN,2010,41598567
KEN,2009,40408891
KEN,2008,39206351
KEN,2007,38036349
KEN,2006,36904008
KEN,2005,35796484
KEN,2004,34713455
KEN,2003,33652223
KEN,2002,32629808
KEN,2001,31619170
KEN,2000,30642890
KIR,2020,126099
KIR,2019,123921
KIR,2018,122084
KIR,2017,120275
KIR,2016,118478
KIR,2015,116815
KIR,2014,115326
KIR,2013,113838
KIR,2012,112284
KIR,2011,110647
KIR,2010,108704
KIR,2009,106467
KIR,2008,104222
KIR,2007,102068
KIR,2006,100017
KIR,2005,98035
KIR,2004,96085
KIR,2003,94175
KIR,2002,92264
KIR,2001,90335
KIR,2000,88613
KWT,2020,4400267
KWT,2019,4442316
KWT,2018,4323515
KWT,2017,4154812
KWT,2016,4004096
KWT,2015,3834574
KWT,2014,3665876
KWT,2013,3507844
KWT,2012,3337109
KWT,2011,3132814
KWT,2010,2943372
KWT,2009,2795484
KWT,2008,2651421
KWT,2007,2507887
KWT,2006,2364733
KWT,2005,2236788
KWT,2004,2157320
KWT,2003,2109881
KWT,2002,2059974
KWT,2001,2008121
KWT,2000,1954709
KGZ,2020,6726596
KGZ,2019,6590211
KGZ,2018,6444079
KGZ,2017,6306696
KGZ,2016,6175338
KGZ,2015,6040036
KGZ,2014,5905848
KGZ,2013,5777150
KGZ,2012,5652076
KGZ,2011,5546587
KGZ,2010,5467059
KGZ,2009,5389643
KGZ,2008,5318729
KGZ,2007,5268385
KGZ,2006,5218373
KGZ,2005,5162640
KGZ,2004,5104713
KGZ,2003,5043308
KGZ,2002,4990704
KGZ,2001,4945073
KGZ,2000,4898362
LVA,2020,1900449
LVA,2019,1913822
LVA,2018,1927174
LVA,2017,1942248
LVA,2016,1959537
LVA,2015,1977527
LVA,2014,1993782
LVA,2013,2012647
LVA,2012,2034319
LVA,2011,2059709
LVA,2010,2097555
LVA,2009,2141669
LVA,2008,2177322
LVA,2007,2200325
LVA,2006,2218357
LVA,2005,2238799
LVA,2004,2263122
LVA,2003,2287955
LVA,2002,2310173
LVA,2001,2337170
LVA,2000,2367550
LBN,2020,5702398
LBN,2019,5794594
LBN,2018,5984119
LBN,2017,6160128
LBN,2016,6323060
LBN,2015,6472469
LBN,2014,6346990
LBN,2013,5743436
LBN,2012,5235742
LBN,2011,5096020
LBN,2010,5041288
LBN,2009,4992287
LBN,2008,4925354
LBN,2007,4844118
LBN,2006,4751136
LBN,2005,4671102
LBN,2004,4599279
LBN,2003,4525508
LBN,2002,4463504
LBN,2001,4401918
LBN,2000,4329340
LSO,2020,2235727
LSO,2019,2209405
LSO,2018,2183603
LSO,2017,2157110
LSO,2016,2130422
LSO,2015,2104611
LSO,2014,2080089
LSO,2013,2056504
LSO,2012,2034354
LSO,2011,2014009
LSO,2010,1996251
LSO,2009,1980883
LSO,2008,1966541
LSO,2007,1953268
LSO,2006,1945063
LSO,2005,1953076
LSO,2004,1971129
LSO,2003,1985059
LSO,2002,1994679
LSO,2001,2000853
LSO,2000,2003913
LBR,2020,5149463
LBR,2019,5043721
LBR,2018,4944726
LBR,2017,4848925
LBR,2016,4755608
LBR,2015,4659431
LBR,2014,4564293
LBR,2013,4470239
LBR,2012,4373043
LBR,2011,4221178
LBR,2010,4058890
LBR,2009,3943028
LBR,2008,3821003
LBR,2007,3669050
LBR,2006,3490787
LBR,2005,3301015
LBR,2004,3156892
LBR,2003,3119532
LBR,2002,3094782
LBR,2001,3015338
LBR,2000,2928117
LBY,2020,7045399
LBY,2019,6951033
LBY,2018,6849055
LBY,2017,6738770
LBY,2016,6632126
LBY,2015,6531819
LBY,2014,6427252
LBY,2013,6304628
LBY,2012,6179328
LBY,2011,6343203
LBY,2010,6497839
LBY,2009,6366686
LBY,2008,6235430
LBY,2007,6104380
LBY,2006,5980211
LBY,2005,5858798
LBY,2004,5736693
LBY,2003,5619398
LBY,2002,5508410
LBY,2001,5403639
LBY,2000,5305021
LTU,2020,2810369
LTU,2019,2811089
LTU,2018,2819200
LTU,2017,2842639
LTU,2016,2877325
LTU,2015,2911109
LTU,2014,2937253
LTU,2013,2961250
LTU,2012,2989139
LTU,2011,3028115
LTU,2010,3097282
LTU,2009,3162916
LTU,2008,3198231
LTU,2007,3231294
LTU,2006,3269909
LTU,2005,3322528
LTU,2004,3377075
LTU,2003,3415213
LTU,2002,3443067
LTU,2001,3470818
LTU,2000,3499536
LUX,2020,630419
LUX,2019,620001
LUX,2018,607950
LUX,2017,596336
LUX,2016,582014
LUX,2015,569604
LUX,2014,556319
LUX,2013,543360
LUX,2012,530946
LUX,2011,518347
LUX,2010,506953
LUX,2009,497783
LUX,2008,488650
LUX,2007,479993
LUX,2006,472637
LUX,2005,465158
LUX,2004,458095
LUX,2003,451630
LUX,2002,446175
LUX,2001,441525
LUX,2000,436300
MDG,2020,28953556
MDG,2019,28219554
MDG,2018,27494926
MDG,2017,26788375
MDG,2016,26099952
MDG,2015,25426702
MDG,2014,24764348
MDG,2013,24109290
MDG,2012,23462438
MDG,2011,22822300
MDG,2010,22183340
MDG,2009,21547280
MDG,2008,20923840
MDG,2007,20318583
MDG,2006,19730909
MDG,2005,19159707
MDG,2004,18606608
MDG,2003,18071854
MDG,2002,17549913
MDG,2001,17032939
MDG,2000,16516338
MWI,2020,19533888
MWI,2019,19025752
MWI,2018,18528081
MWI,2017,18039715
MWI,2016,17557739
MWI,2015,17085587
MWI,2014,16621538
MWI,2013,16161816
MWI,2012,15709577
MWI,2011,15265022
MWI,2010,14826463
MWI,2009,14395788
MWI,2008,13976417
MWI,2007,13576343
MWI,2006,13198701
MWI,2005,12840031
MWI,2004,12500737
MWI,2003,12181574
MWI,2002,11880440
MWI,2001,11593058
MWI,2000,11315942
MYS,2020,33889558
MYS,2019,33440596
MYS,2018,32910967
MYS,2017,32355644
MYS,2016,31789685
MYS,2015,31232798
MYS,2014,30696137
MYS,2013,30174265
MYS,2012,29662831
MYS,2011,29162039
MYS,2010,28655776
MYS,2009,28124778
MYS,2008,27570059
MYS,2007,26998389
MYS,2006,26417909
MYS,2005,25836071
MYS,2004,25256772
MYS,2003,24679602
MYS,2002,24102477
MYS,2001,23526538
MYS,2000,22967816
MDV,2020,502118
MDV,2019,487731
MDV,2018,473099
MDV,2017,458287
MDV,2016,443308
MDV,2015,428154
MDV,2014,413617
MDV,2013,400070
MDV,2012,386818
MDV,2011,373674
MDV,2010,360792
MDV,2009,348275
MDV,2008,336170
MDV,2007,324479
MDV,2006,313851
MDV,2005,306429
MDV,2004,301413
MDV,2003,296491
MDV,2002,291616
MDV,2001,286767
MDV,2000,282019
MLI,2020,21713836
MLI,2019,21068405
MLI,2018,20442030
MLI,2017,19813011
MLI,2016,19191289
MLI,2015,18593022
MLI,2014,18020267
MLI,2013,17459615
MLI,2012,16957033
MLI,2011,16469049
MLI,2010,15945198
MLI,2009,15435539
MLI,2008,14940782
MLI,2007,14457775
MLI,2006,13990139
MLI,2005,13538647
MLI,2004,13102409
MLI,2003,12684955
MLI,2002,12288050
MLI,2001,11912158
MLI,2000,11559290
MLT,2020,515490
MLT,2019,503912
MLT,2018,483903
MLT,2017,467106
MLT,2016,454505
MLT,2015,444220
MLT,2014,433481
MLT,2013,424810
MLT,2012,420028
MLT,2011,416268
MLT,2010,414508
MLT,2009,412477
MLT,2008,409379
MLT,2007,406724
MLT,2006,405308
MLT,2005,403834
MLT,2004,401268
MLT,2003,398582
MLT,2002,395969
MLT,2001,393028
MLT,2000,390087
MRT,2020,4600131
MRT,2019,4467708
MRT,2018,4337685
MRT,2017,4210600
MRT,2016,4086657
MRT,2015,3965959
MRT,2014,3848514
MRT,2013,3734318
MRT,2012,3619034
MRT,2011,3502811
MRT,2010,3390965
MRT,2009,3284448
MRT,2008,3183269
MRT,2007,3093059
MRT,2006,3013660
MRT,2005,2939059
MRT,2004,2868664
MRT,2003,2802046
MRT,2002,2738655
MRT,2001,2678760
MRT,2000,2613441
MUS,2020,1266014
MUS,2019,1265985
MUS,2018,1265577
MUS,2017,1264887
MUS,2016,1263747
MUS,2015,1262879
MUS,2014,1261208
MUS,2013,1258927
MUS,2012,1255882
MUS,2011,1252404
MUS,2010,1250400
MUS,2009,1247429
MUS,2008,1244121
MUS,2007,1239630
MUS,2006,1233996
MUS,2005,1228254
MUS,2004,1221003
MUS,2003,1213370
MUS,2002,1204621
MUS,2001,1196287
MUS,2000,1186873
MEX,2020,126799054
MEX,2019,125762982
MEX,2018,124573711
MEX,2017,123400057
MEX,2016,122251351
MEX,2015,121072306
MEX,2014,119784261
MEX,2013,118343573
MEX,2012,116818208
MEX,2011,115243504
MEX,2010,113623895
MEX,2009,111999721
MEX,2008,110374288
MEX,2007,108774360
MEX,2006,107253666
MEX,2005,105811504
MEX,2004,104394131
MEX,2003,102978515
MEX,2002,101548624
MEX,2001,100099099
MEX,2000,98625552
MNG,2020,3327204
MNG,2019,3267673
MNG,2018,3208189
MNG,2017,3148917
MNG,2016,3088856
MNG,2015,3026864
MNG,2014,2963113
MNG,2013,2899011
MNG,2012,2839705
MNG,2011,2786317
MNG,2010,2738622
MNG,2009,2691115
MNG,2008,2643201
MNG,2007,2601850
MNG,2006,2567168
MNG,2005,2536407
MNG,2004,2508412
MNG,2003,2480374
MNG,2002,2449027
MNG,2001,2417751
MNG,2000,2388299
MNE,2020,626590
MNE,2019,626753
MNE,2018,626438
MNE,2017,625982
MNE,2016,625353
MNE,2015,624651
MNE,2014,623744
MNE,2013,622587
MNE,2012,621418
MNE,2011,620345
MNE,2010,619428
MNE,2009,618294
MNE,2008,616969
MNE,2007,615875
MNE,2006,615025
MNE,2005,614261
MNE,2004,613353
MNE,2003,612267
MNE,2002,609828
MNE,2001,607389
MNE,2000,604950
MAR,2020,36584208
MAR,2019,36210898
MAR,2018,35839760
MAR,2017,35446392
MAR,2016,35023457
MAR,2015,34607588
MAR,2014,34204780
MAR,2013,33787571
MAR,2012,33355241
MAR,2011,32912588
MAR,2010,32467016
MAR,2009,32030778
MAR,2008,31606767
MAR,2007,31186468
MAR,2006,30771178
MAR,2005,30358144
MAR,2004,29953018
MAR,2003,29571415
MAR,2002,29198142
MAR,2001,28814643
MAR,2000,28423435
MOZ,2020,30783688
MOZ,2019,29884380
MOZ,2018,29018644
MOZ,2017,28166393
MOZ,2016,27337105
MOZ,2015,26547572
MOZ,2014,25788475
MOZ,2013,25051611
MOZ,2012,24337846
MOZ,2011,23649039
MOZ,2010,22999235
MOZ,2009,22391745
MOZ,2008,21819036
MOZ,2007,21287635
MOZ,2006,20787087
MOZ,2005,20304569
MOZ,2004,19840313
MOZ,2003,19392475
MOZ,2002,18958338
MOZ,2001,18537729
MOZ,2000,18129653
MMR,2020,53016522
MMR,2019,52640713
MMR,2018,52272247
MMR,2017,51894938
MMR,2016,51495696
MMR,2015,51089056
MMR,2014,50681634
MMR,2013,50262658
MMR,2012,49837446
MMR,2011,49419820
MMR,2010,49024382
MMR,2009,48660459
MMR,2008,48390793
MMR,2007,48125043
MMR,2006,47785135
MMR,2005,47438365
MMR,2004,47068772
MMR,2003,46667192
MMR,2002,46232653
MMR,2001,45771139
MMR,2000,45290841
NAM,2020,2728762
NAM,2019,2650494
NAM,2018,2577327
NAM,2017,2506853
NAM,2016,2439213
NAM,2015,2374300
NAM,2014,2312139
NAM,2013,2252508
NAM,2012,2194654
NAM,2011,2146325
NAM,2010,2109811
NAM,2009,2077394
NAM,2008,2047056
NAM,2007,2018600
NAM,2006,1991888
NAM,2005,1966582
NAM,2004,1942082
NAM,2003,1917464
NAM,2002,1889970
NAM,2001,1857048
NAM,2000,1818647
NRU,2020,11643
NRU,2019,11587
NRU,2018,11477
NRU,2017,11324
NRU,2016,11150
NRU,2015,10954
NRU,2014,10742
NRU,2013,10517
NRU,2012,10267
NRU,2011,10098
NRU,2010,10043
NRU,2009,10016
NRU,2008,10009
NRU,2007,10020
NRU,2006,10034
NRU,2005,10049
NRU,2004,10060
NRU,2003,10059
NRU,2002,10082
NRU,2001,10130
NRU,2000,10168
NPL,2020,28966574
NPL,2019,28414064
NPL,2018,28079689
NPL,2017,28011258
NPL,2016,27955462
NPL,2015,27823629
NPL,2014,27672370
NPL,2013,27589996
NPL,2012,27534915
NPL,2011,27464494
NPL,2010,27341952
NPL,2009,27173035
NPL,2008,26990037
NPL,2007,26788492
NPL,2006,26565425
NPL,2005,26309458
NPL,2004,26016656
NPL,2003,25688758
NPL,2002,25328981
NPL,2001,24946748
NPL,2000,24546509
NLD,2020,17441500
NLD,2019,17344874
NLD,2018,17231624
NLD,2017,17131296
NLD,2016,17030314
NLD,2015,16939923
NLD,2014,16865008
NLD,2013,16804432
NLD,2012,16754962
NLD,2011,16693074
NLD,2010,16615394
NLD,2009,16530388
NLD,2008,16445593
NLD,2007,16381696
NLD,2006,16346101
NLD,2005,16319868
NLD,2004,16281779
NLD,2003,16225302
NLD,2002,16148929
NLD,2001,16046180
NLD,2000,15925513
NCL,2020,284176
NCL,2019,283606
NCL,2018,283541
NCL,2017,283546
NCL,2016,283423
NCL,2015,283168
NCL,2014,281224
NCL,2013,276822
NCL,2012,271633
NCL,2011,266543
NCL,2010,261582
NCL,2009,257250
NCL,2008,253825
NCL,2007,250725
NCL,2006,247547
NCL,2005,244381
NCL,2004,240852
NCL,2003,236678
NCL,2002,232236
NCL,2001,227707
NCL,2000,223098
NZL,2020,5072400
NZL,2019,4970300
NZL,2018,4900600
NZL,2017,4813600
NZL,2016,4714100
NZL,2015,4609400
NZL,2014,4516500
NZL,2013,4442100
NZL,2012,4408100
NZL,2011,4384000
NZL,2010,4350700
NZL,2009,4302600
NZL,2008,4259800
NZL,2007,4223800
NZL,2006,4184600
NZL,2005,4133900
NZL,2004,4087500
NZL,2003,4027200
NZL,2002,3948500
NZL,2001,3880500
NZL,2000,3857700
NIC,2020,6565267
NIC,2019,6483657
NIC,2018,6400080
NIC,2017,6316231
NIC,2016,6232666
NIC,2015,6149417
NIC,2014,6066492
NIC,2013,5983845
NIC,2012,5901287
NIC,2011,5819051
NIC,2010,5737450
NIC,2009,5656601
NIC,2008,5576593
NIC,2007,5497243
NIC,2006,5418855
NIC,2005,5342105
NIC,2004,5272912
NIC,2003,5210963
NIC,2002,5149909
NIC,2001,5087825
NIC,2000,5022633
NER,2020,23717613
NER,2019,22947757
NER,2018,22188069
NER,2017,21435446
NER,2016,20685753
NER,2015,19939498
NER,2014,19215909
NER,2013,18519898
NER,2012,17836769
NER,2011,17176283
NER,2010,16548835
NER,2009,15943675
NER,2008,15361915
NER,2007,14803610
NER,2006,14268581
NER,2005,13756192
NER,2004,13265836
NER,2003,12796984
NER,2002,12349144
NER,2001,11920647
NER,2000,11509630
NGA,2020,213996181
NGA,2019,209485641
NGA,2018,204938755
NGA,2017,200254579
NGA,2016,195443700
NGA,2015,190671878
NGA,2014,185896915
NGA,2013,181049443
NGA,2012,176200625
NGA,2011,171379598
NGA,2010,166642886
NGA,2009,162049464
NGA,2008,157595014
NGA,2007,153267261
NGA,2006,149077334
NGA,2005,145017253
NGA,2004,141057045
NGA,2003,137202644
NGA,2002,133471989
NGA,2001,129862595
NGA,2000,126382494
MKD,2020,1856124
MKD,2019,1876262
MKD,2018,1889051
MKD,2017,1898657
MKD,2016,1906313
MKD,2015,1912430
MKD,2014,1917557
MKD,2013,1922716
MKD,2012,1929821
MKD,2011,1937398
MKD,2010,1946298
MKD,2009,1958782
MKD,2008,1971493
MKD,2007,1982933
MKD,2006,1994287
MKD,2005,2005330
MKD,2004,2016186
MKD,2003,2022725
MKD,2002,2020157
MKD,2001,2034882
MKD,2000,2026350
NOR,2020,5379475
NOR,2019,5347896
NOR,2018,5311916
NOR,2017,5276968
NOR,2016,5234519
NOR,2015,5188607
NOR,2014,5137232
NOR,2013,5079623
NOR,2012,5018573
NOR,2011,4953088
NOR,2010,4889252
NOR,2009,4828726
NOR,2008,4768212
NOR,2007,4709153
NOR,2006,4660677
NOR,2005,4623291
NOR,2004,4591910
NOR,2003,4564855
NOR,2002,4538159
NOR,2001,4513751
NOR,2000,4490967
OMN,2020,4522497
OMN,2019,4591241
OMN,2018,4597877
OMN,2017,4537396
OMN,2016,4390877
OMN,2015,4184895
OMN,2014,4002439
OMN,2013,3833913
OMN,2012,3547106
OMN,2011,3076763
OMN,2010,2757446
OMN,2009,2684659
OMN,2008,2626529
OMN,2007,2570174
OMN,2006,2514795
OMN,2005,2459802
OMN,2004,2404821
OMN,2003,2363796
OMN,2002,2337140
OMN,2001,2310217
OMN,2000,2282131
PAK,2020,235001746
PAK,2019,230800899
PAK,2018,226928892
PAK,2017,223273967
PAK,2016,220138869
PAK,2015,217290883
PAK,2014,214264647
PAK,2013,211073978
PAK,2012,207667125
PAK,2011,203746065
PAK,2010,199239047
PAK,2009,194376534
PAK,2008,189499113
PAK,2007,184493231
PAK,2006,179682690
PAK,2005,175453212
PAK,2004,171286000
PAK,2003,167110248
PAK,2002,163222549
PAK,2001,159270907
PAK,2000,154879127
PAN,2020,4293261
PAN,2019,4234700
PAN,2018,4167860
PAN,2017,4098707
PAN,2016,4029086
PAN,2015,3960035
PAN,2014,3892101
PAN,2013,3825329
PAN,2012,3759256
PAN,2011,3693505
PAN,2010,3628535
PAN,2009,3564381
PAN,2008,3500648
PAN,2007,3437490
PAN,2006,3375024
PAN,2005,3313026
PAN,2004,3251155
PAN,2003,3189807
PAN,2002,3129344
PAN,2001,3069537
PAN,2000,3010369
PNG,2020,9815746
PNG,2019,9609010
PNG,2018,9394513
PNG,2017,9178714
PNG,2016,8961718
PNG,2015,8743246
PNG,2014,8523441
PNG,2013,8302698
PNG,2012,8081390
PNG,2011,7859346
PNG,2010,7633523
PNG,2009,7406438
PNG,2008,7183002
PNG,2007,6963345
PNG,2006,6747720
PNG,2005,6535905
PNG,2004,6328041
PNG,2003,6123997
PNG,2002,5924003
PNG,2001,5728435
PNG,2000,5537064
PRY,2020,6603739
PRY,2019,6515058
PRY,2018,6427382
PRY,2017,6338660
PRY,2016,6249126
PRY,2015,6159103
PRY,2014,6069811
PRY,2013,5982445
PRY,2012,5897008
PRY,2011,5814626
PRY,2010,5737971
PRY,2009,5671236
PRY,2008,5613574
PRY,2007,5559386
PRY,2006,5505148
PRY,2005,5448097
PRY,2004,5388175
PRY,2003,5326436
PRY,2002,5261328
PRY,2001,5187689
